"atopid","year","mean.s.sc","low.s.sc","mean.pi.sc","low.pi.sc","mean.kap.sc","low.kap.sc"
1095,1838,0.55555557,0.33333334,0.419615,0.1477273,0.45667017,0.21875001
1095,1839,0.583333333333333,0.375,0.432236646666667,0.16666667,0.46572866,0.23076923
1095,1840,0.625,0.4375,0.545353446666667,0.3263158,0.575760416666667,0.3846154
1095,1841,0.60784315,0.4117647,0.4429094,0.18269232,0.473448156666667,0.24107143
1095,1842,0.657142866666667,0.4857143,0.480839773333333,0.23636363,0.517435683333333,0.30463573
1095,1843,0.62962965,0.44444445,0.454022986666667,0.19642858,0.49833558,0.27710843
1095,1844,0.5925926,0.3888889,0.423348803333333,0.15294115,0.459696933333333,0.22047241
1095,1845,0.5925926,0.3888889,0.423348803333333,0.15294115,0.459696933333333,0.22047241
1095,1846,0.6036036,0.4054054,0.42802768,0.15995875,0.462925403333333,0.22476189
1095,1847,0.61403509,0.42105263,0.429072053333333,0.16650051,0.475432376666667,0.25622776
1095,1848,0.623931633333333,0.43589744,0.433193636666667,0.17261328,0.47788504,0.2590674
1100,1834,0.96551725,0.9310345,0.93424037,0.86848074,0.93438915,0.8687783
1100,1835,0.96551725,0.9310345,0.93424037,0.86848074,0.93438915,0.8687783
1100,1836,0.96551725,0.9310345,0.93424037,0.86848074,0.93438915,0.8687783
1100,1837,0.96666667,0.93333334,0.934640525,0.86928105,0.9347826,0.8695652
1100,1838,0.96666667,0.93333334,0.934640525,0.86928105,0.9347826,0.8695652
1100,1839,0.96875,0.9375,0.93535355,0.8707071,0.935483875,0.87096775
1110,1840,0.6375,0.3125,0.55381112,0.22037652,0.578191019,0.26050422
1115,1844,0.7777778,0.7777778,0.4375,0.4375,0.4375,0.4375
1115,1845,0.7777778,0.7777778,0.4375,0.4375,0.4375,0.4375
1115,1846,0.7837838,0.7837838,0.43939394,0.43939394,0.43939394,0.43939394
1118,1846,NA,NA,NA,NA,NA,NA
1118,1847,NA,NA,NA,NA,NA,NA
1118,1848,NA,NA,NA,NA,NA,NA
1118,1849,NA,NA,NA,NA,NA,NA
1118,1850,NA,NA,NA,NA,NA,NA
1118,1851,NA,NA,NA,NA,NA,NA
1118,1852,NA,NA,NA,NA,NA,NA
1118,1853,NA,NA,NA,NA,NA,NA
1118,1854,NA,NA,NA,NA,NA,NA
1118,1855,NA,NA,NA,NA,NA,NA
1118,1856,NA,NA,NA,NA,NA,NA
